,index,tweetUrl,renderedContent,userId,source,media,username,displayname,rawDescription,verified,followersCount,location,protected,profileUrl,eng,stance
422,3920,https://twitter.com/Dileep4BJP/status/1354052594134437889,"How to insult farmers by calling these goons as farmers
#किसान_नहीं_गुंडे
#FarmersProtest https://t.co/y4NOVbS3cx",1850684222,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EsqPp5YXYAERkQX?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsqPp5YXYAERkQX?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EsqPqGpXAAMKAdN?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsqPqGpXAAMKAdN?format=jpg&name=large', 'type': 'photo'}]",Dilip4BJP,Dilip Singh,State Convener(प्रदेश संयोजक) OBC Morcha Rajasthan (@Bjom4Rajasthan) Information & Technology Department (आईटी विभाग) #BJP4india #BJP4Rajasthan ट्वीट निजी विचार,FALSE,1473,"Jaipur, India",FALSE,https://twitter.com/Dilip4BJP,1,
423,5722,https://twitter.com/itisatp/status/1354012111093919745,"Oie rich &amp; wealthy so called (Fake) #Farmers! Any you don't pay tax! Atleast leave our public property as it is. That's our tax money.😡

#FarmersProtest #Khalistani #Terrorists https://t.co/PfeVHdoZwE",256838853,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1354011649359843329/pu/img/JQS8PHso5r3xRaWx.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1354011649359843329/pu/vid/490x270/7FhMQTaRhKfYwc1v.mp4?tag=10', 'bitrate': 256000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1354011649359843329/pu/pl/dFT4jhZuq_sp4Ekc.m3u8?tag=10', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1354011649359843329/pu/vid/640x352/iPtvVdUyQobKrwqt.mp4?tag=10', 'bitrate': 832000}], 'duration': 44.968, 'type': 'video'}]",itisatp,Anand T Prasad,"Political Vlogger, Editor-In-Chief & CEO https://t.co/tr3HJeSP8M, Club Cricketer",FALSE,1190,"Palakkad, Chennai",FALSE,https://twitter.com/itisatp,1,
424,6317,https://twitter.com/VidaMaverick/status/1354001663040712706,"History is created!
#FarmersProtest #FarmLaws #Farmers twitter.com/ANI/status/135…",3160053624,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,VidaMaverick,Vida,,FALSE,5063,,FALSE,https://twitter.com/VidaMaverick,1,
425,5641,https://twitter.com/RaviSinghKA/status/1354007247400136704,"To the PEOPLE OF DELHI: 

Thank you for welcoming the farmers 🙏🏻🙏🏻✌🏽✌🏽🌷🌷

#FarmersProtest #TractorMarch #Delhi",2347762888,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,RaviSinghKA,ravinder singh,"Founder/CEO of Khalsa Aid, Sikh,philanthropist, 20 Years of coordinating aid,humanitarian & passionate about human rights.All views my own:Inc working in Iraq",TRUE,238259,"Slough, England ",FALSE,https://twitter.com/RaviSinghKA,1,
426,5084,https://twitter.com/ashwinaghor/status/1354026194723737602,"You can't run away or disown the rioters. #YogendraYadav  and #rajeshtikait 
What happened in Delhi is your sole responsibility. You owe answers to the nation. You are a coward of first order, #YogendraYadav 

#FarmersProtest",77997488,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,ashwinaghor,अश्विन,"Environmentalist, Wildlife Conservationist, Journalist, Content Writer, Translator. RT not endorsed. Tweets strictly personal.",FALSE,507,"Mumbai, India",FALSE,https://twitter.com/ashwinaghor,1,
427,5964,https://twitter.com/sandhupip1/status/1354009288788889600,Thankyou #Delhi for seeing your fellow citizens plight. #FarmersProtest #ProtectFarmers #India twitter.com/RaviSinghKA/st…,3226719735,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,sandhupip1,Pip Sandhu,"Org Change/Transformative Managemt Lead|
Advocator for health/education/self-dev|
Receptive to a perspective of life|PT Gooner
Likes RT views ≠ endorsements",FALSE,2191,Sharing this beautiful 🌍,FALSE,https://twitter.com/sandhupip1,1,
428,315,https://twitter.com/MandyKS23/status/1354173594041896961,Again they're tryin to stop the truth from airing? If this doesn't speak volumes of the injustice don't kno what would. #TruthMatters #FarmersProtest #PeacefulProtest #JusticeForFarmers #democracy #TakeBackFarmersBills #FreedomOfSpeech #Justice #IStandWithFarmers #RepublicDay2021 twitter.com/BaazNewsOrg/st…,223383255,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,MandyKS23,Mandy Samra,"Be heard, be a voice to be reckoned with, be the difference you want to see in the world. Love overpowers hate.",FALSE,65,Cali,FALSE,https://twitter.com/MandyKS23,1,
429,3982,https://twitter.com/hardikpota/status/1354050881046548480,We didn't learn from what happened in #Washington and we gave lot of advice to #US on that day didn't realise it could happen to us..#FarmersProtest #embarrassing,31719853,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,hardikpota,Hardik Pota,A Human..,FALSE,310,Ahmedabad,FALSE,https://twitter.com/hardikpota,1,
430,4,https://twitter.com/PSGrewal2/status/1354019343600857088,"@JaskaranSandhu_ Beautiful sight to see 🙏🏽

#RajKaregaKhalsa 
#FarmersProtest 
#HistoricTractorMarch",1576671390,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,PSGrewal2,P.S. Grewal,#WeTheNorth | #LeafsForever | #TFCLive,FALSE,966,"Brampton, Ontario",FALSE,https://twitter.com/PSGrewal2,1,
431,4586,https://twitter.com/AskRizwan/status/1354034018300424192,"Why government not taking that Farm laws back?
Zabardasti Bhala Karaana Kyu Chahte Ho.. 
If farmers don't want it then take it back.

Somewhere down the line SARKAR is also responsible for this violent act.
#FarmersProtest #RedFort",3101028282,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,AskRizwan,Syed Rizwan,Citizen Of India 🇮🇳,FALSE,29,"Akola, India",FALSE,https://twitter.com/AskRizwan,1,
432,4080,https://twitter.com/amarjittoor/status/1354025036148047874,"@amaanbali #modi #Shah agents indirectly allowed youths to march on Red Fort.  Dirty Politics. 

#FarmersProtest",422902207,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,amarjittoor,amo82,,FALSE,80,United Kingdom,FALSE,https://twitter.com/amarjittoor,1,
433,3499,https://twitter.com/Insider_prakash/status/1353947952411156480,"#HappyRepublicDay2021 

@anjanaomkashyap @sardanarohit @RajatSharmaLive @SwetaSinghAT @chitraaum @supriyapd @aroonpurie @awasthis God is watchinh everything everyone 

SALUTE TO OUR FARMERS AND JAWANS

#FarmersProtest #TractorParadeOn26Jan

@NakuulMehta @prakashraaj @INCIndia twitter.com/ndtv/status/13…",952125120,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,Insider_prakash,WackyPolitico,"Self-Proclaimed Media, Reality Check, share untold truth to world, public speaker🙂 #engineer #blogger #shayar #RT my views",FALSE,30,,FALSE,https://twitter.com/Insider_prakash,1,
434,4585,https://twitter.com/mudaththir/status/1354004310946795520,"""You must be the change you want to see in the world."" MK Ghandi 

Always remember: Change can never happen, until at least one person objects to the status quo.

#FarmersProtest #KashmirIssue #GDPIndia #HealthCare #JobLosses  #RepublicDay",99030471,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,mudaththir,حكيم مدثر | Mudaththir Maqsood,"Traditionalist/fundamentalist, not a reformer | Philosophical pragmatist | PhD (Animal Biotechnology) | Faculty of Veterinary Sciences SKUASTK",FALSE,246,Jammu And Kashmir,FALSE,https://twitter.com/mudaththir,1,
435,4120,https://twitter.com/BasitMohmand331/status/1354045554129588224,"The government of Prime Minister Narendra Modi failed to stop protesting farmers despite police crackdown who entered the historic Red Fort complex in the capital and hoist #Khalistanflags.
#FarmersProtest  #RedFort #KhalistanZindabad https://t.co/D8JuPP9DlK",4561854496,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EsqJGXOXcAAHhxZ?format=png&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsqJGXOXcAAHhxZ?format=png&name=large', 'type': 'photo'}]",BasitMohmand331,Abdul Basit Mohmand,"Social Media Activist | Insafian | Proud Pakistani | 
P A K I S T A N - Z I N D A B A D 🇵🇰",FALSE,842,,FALSE,https://twitter.com/BasitMohmand331,1,
436,4052,https://twitter.com/iamamumbaikar/status/1354048883131879426,"No the Farmers did not host the Flag at Red Fort, it was BJP stooge
No the Farmers did not clash with police at Red Fort, they were BJP men.
No the Farmers did not riot at ITO, they were all BJP stooges.
It was a Peaceful Farmer Rally 
#FarmersProstests 
#FarmersProtest 
#RedFort",335412245,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,iamamumbaikar,Mumbaikar ™,"from Mumbai...,  definitely...",FALSE,1649,Mumbai,FALSE,https://twitter.com/iamamumbaikar,1,
437,7335,https://twitter.com/ExxChallenger/status/1353968978482311169,"These farmers don't represent real farmers. They all are paid agents (Dalal is best suited). Apology to Delhiites 🙏 by a real farmer.
#FarmLaws 
#FarmersProtest",826998002,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,ExxChallenger,Ex_Changer,"An alumni of IIT. Ex-researcher, ex-secular, freelancer, Desi. Rajwada,Sarafa, Silver Springs💓. Fan of @sureshpprabhu
& Babu Bhaiyya",FALSE,80,Checked by 1.2M,FALSE,https://twitter.com/ExxChallenger,1,
438,2064,https://twitter.com/tv9gujarati/status/1353968092523753474,All hell breaks loose during Tractor parade of farmers in #Delhi  #TV9News #farmersprotest #TractorRally https://t.co/cSsWlgPxkC,346406417,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>","[{'thumbnailUrl': 'https://pbs.twimg.com/amplify_video_thumb/1353966890507374593/img/zMtsJjeXs2dlz-ya.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1353966890507374593/vid/640x360/AyluVULsQtApKYOM.mp4?tag=13', 'bitrate': 832000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/amplify_video/1353966890507374593/pl/BqvaXKWM43HeWZVs.m3u8?tag=13', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1353966890507374593/vid/480x270/wOtlP2xh1wF64vpo.mp4?tag=13', 'bitrate': 288000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/amplify_video/1353966890507374593/vid/1280x720/ZUDVsIC1VQabX0Fl.mp4?tag=13', 'bitrate': 2176000}], 'duration': 600.0, 'type': 'video'}]",tv9gujarati,tv9gujarati,NO.1 GUJARATI NEWS CHANNEL. Follow us for breaking news and updates from Gujarat and India. For latest News Videos Subscribe https://t.co/qgmqtaGL4u,TRUE,580232,"Gujarat, India",FALSE,https://twitter.com/tv9gujarati,1,neutral
439,451,https://twitter.com/mkwnados89/status/1354178169025286144,Ending my day....#오드아이 #กองถ่ายใครนร้า #FarmersProtest https://t.co/k7Gv9TYLaP,1220800346,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EssB2eoXIAIMZ0g?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EssB2eoXIAIMZ0g?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EssB3B-WMAAjcbc?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EssB3B-WMAAjcbc?format=jpg&name=large', 'type': 'photo'}]",mkwnados89,O.G msijo,"Dont let money make you 
Make money ayt!!!",FALSE,429,South Africa,FALSE,https://twitter.com/mkwnados89,-1,
440,6148,https://twitter.com/soumendra1974/status/1354005288836354049,"Delhi police getting back some Karma!
#farmersprotest",4709751259,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,soumendra1974,Soumendra Dutta,,FALSE,16,,FALSE,https://twitter.com/soumendra1974,-1,
441,4846,https://twitter.com/RaajaRaanii/status/1354029113531539456,"Repeat omce again.

They r fighting for our nation,
Not fighting with our nation.

#FarmersProtest",549981042,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,RaajaRaanii,❤Rαjααrααnί❤,"➻ நின்னை சரணடைந்தேன் கண்ணம்மா..💃













➻ Suriya Zealot - Techie - Politics - Founder of TrollSuperstars",FALSE,3809,"Pune, India",FALSE,https://twitter.com/RaajaRaanii,1,
442,1917,https://twitter.com/bsindia/status/1353955912810029056,"#farmersprotest LIVE | Tear gas shells fired at farmers trying to break barriers at Delhi's Mukarba Chowk; Police use tear gas to disperse #farmers at Sanjay Gandhi Transport Nagar 

Track latest updates of #FarmersTractorParade here: 
#TractorRally 
mybs.in/2ZbNV8m?0999",43855487,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,bsindia,Business Standard,"Latest updates #news #LIVE coverage on #economy #companies #markets #politics and #technology from India's leading business daily
https://t.co/VVl6HGuvvc",TRUE,2079754,India,FALSE,https://twitter.com/bsindia,1,neutral
443,708,https://twitter.com/sluddu/status/1354154067270852608,#FarmersProtest Lets go ! twitter.com/SurreyRCMP/sta…,173277489,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,sluddu,Steve Luddu,"GoKingsGo
Member of the WhoDat Nation 
UFC fan 
IT Recruiter",FALSE,663,"Vancouver, B.C.",FALSE,https://twitter.com/sluddu,1,
444,2720,https://twitter.com/Childhealthchat/status/1354080582175776775,@vivekagnihotri Disgusting opposition parties. This is what they have been encouraging in the name of #FarmersProtest. Now also the want to blame the centre. Do they really think they can win elections by such actions? Or r they determined to destroy the country?,425982668,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,Childhealthchat,reach.childhealth@yahoo.com,"Ren Chats (Renuka Chatterjee), Pediatrician & Writer Promoter of Health & Happiness: https://t.co/eWoadRLUq9",FALSE,1113,Denmark,FALSE,https://twitter.com/Childhealthchat,1,
445,4527,https://twitter.com/AaD_AKSH_0228/status/1354035488961622024,"Template is simple n similar...provoke, vandalize, blackmail all in name of democracy n right to protest then play victim card to gain sympathy n corner govt n once this law is repealed same tactics will follow for others too @PMOIndia @HMOIndia #FarmersProstests #FarmersProtest",551689910,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,AaD_AKSH_0228,Aabhishek Desai :),Seasoned HR Professional |Life Learner|Spiritual Seeker. Writing|Sports|Current Affairs. Views expressd are personal and not all RTs/likes are endorsements!! :),FALSE,986,"Hyderabad, India",FALSE,https://twitter.com/AaD_AKSH_0228,1,
446,6367,https://twitter.com/AmbikaKhanna/status/1354000483170492416,#FarmersProtest gone too far. #Delhi #redfort under unprecedented #siege. Shame more so that this happened on India's Republic Day 2021. The violators should be immediately punished and rally leaders held accountable. #TractorMarch #RepublicDay #NationalFlag @HMOIndia @PMOIndia,2990220937,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,AmbikaKhanna,Ambika Khanna,Lawyer by qualification. Public policy addict by profession. Soul-searcher by hobby.,FALSE,114,"Mumbai, India",FALSE,https://twitter.com/AmbikaKhanna,1,
447,5624,https://twitter.com/theanikesh/status/1354014990366203907,"Don’t be silent, Don’t be violent!!
#FarmersProtest",3305679984,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,theanikesh,Anikesh Gupta,Congressman | Politics | State Chapter Coordinator All India Professionals’ Congress Bihar | President Social Media & IT Cell Bodhgaya Congress Committee,FALSE,431,"Bodhgaya, India",FALSE,https://twitter.com/theanikesh,-1,
448,1214,https://twitter.com/karanisheer/status/1354131925967925249,"Do not give in to fake news #India. 
Recognize the human race as one. 
Support the farmers in India.

#farmersprotest #sikh #justiceforall #trump #tuesdayvibe #tuesday #protest #hbdshehnaazgill
#humanrights #kobebryant #PAKvsSA #winterpackage #FarmersProstests #trendingnow #peace",64644298,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,karanisheer,Karan Heer,"#IStandWithFarmers
#IStandWithKhalsaAid
#FarmersProtest
#KisaanMajdoorEktaZindabad",FALSE,262,Canada,FALSE,https://twitter.com/karanisheer,1,
449,7616,https://twitter.com/ajaygawri/status/1353945983239872512,Ironic republic day celebrations! Dignitaries enjoying the pageant and the police using tear gas at farmers peacefully protesting for their rights. #disgusting #Shame #FarmersProtest #HistoricTractorMarch #RepublicDay2021 @PMOIndia @narendramodi @ndtv @Kisanektamorcha @AmitShah https://t.co/Apy24SsK5n,143405037,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/Esousi3U0AEusbr?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/Esousi3U0AEusbr?format=jpg&name=large', 'type': 'photo'}]",ajaygawri,Ajay Gawri,Travel. Laugh. Support. Keep calm. Drink Coffee. Stay fit. Save lives. Donate to good cause.,FALSE,44,"Launceston, Tasmania",FALSE,https://twitter.com/ajaygawri,1,
450,1676,https://twitter.com/Miyalmarri/status/1354117947833389059,"#FarmersProtest
how we Pakistani treat... https://t.co/XaGSVXKMue",2477011107,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EsrLFVpW4AIDI2D?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsrLFVpW4AIDI2D?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EsrLFmiXIAUDdFz?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsrLFmiXIAUDdFz?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EsrLF1RW4AAMwNv?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsrLF1RW4AAMwNv?format=jpg&name=large', 'type': 'photo'}, {'previewUrl': 'https://pbs.twimg.com/media/EsrLGG9XMAgYPtC?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EsrLGG9XMAgYPtC?format=jpg&name=large', 'type': 'photo'}]",Miyalmarri,Dr Mehraan PTI,Headof Balochistan Pti youth,FALSE,237,Quetta,FALSE,https://twitter.com/Miyalmarri,1,
451,6379,https://twitter.com/GurbhejG/status/1354000026779922434,💔 @narendramodi @PMOIndia Who gives you the right to play with people lives? Marr kyo ni janda tu  🖕#FarmersProstests #FarmersProtest twitter.com/IsmatAraa/stat…,1014755803,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,GurbhejG,Gurbhej Singh Gill,The Energy Of The Mind Is The Essence Of Life. Web Designer & Developer,FALSE,37,Canada,FALSE,https://twitter.com/GurbhejG,1,
452,1252,https://twitter.com/guwahatitimes6/status/1354131460966412288,Viral video of #Delhi #FarmersProtest #RedFort https://t.co/1cbesbctSo,101712819,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1354131360441540608/pu/img/-MQBvABWNB2LUJ5F.jpg', 'variants': [{'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1354131360441540608/pu/vid/720x1280/chFOukxO9aJLXtUC.mp4?tag=10', 'bitrate': 2176000}, {'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1354131360441540608/pu/pl/LRjKXQ5Uqe0xXn1X.m3u8?tag=10', 'bitrate': None}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1354131360441540608/pu/vid/360x640/89Yk_pTlxiReauvI.mp4?tag=10', 'bitrate': 832000}, {'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1354131360441540608/pu/vid/320x568/FUF4_q-kdkbJUO7Q.mp4?tag=10', 'bitrate': 632000}], 'duration': 44.999, 'type': 'video'}]",guwahatitimes6,Guwahati Times,"Guwahati Based Digital Media House

*ReTweets are not our views*",FALSE,303,"Guwahati, India",FALSE,https://twitter.com/guwahatitimes6,-1,
453,2904,https://twitter.com/tarun_shuks/status/1354075941715243011,If an iota of shame is left with @_YogendraYadav @pbhushan1 and Rakesh Tikait.they should immediately call off #FarmersProtest . You have already achieved your objective of shaking nation on its most important day.,3065978323,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,tarun_shuks,Tarun,"Friend and Guide, Father. Interest in politics and economy. Tweets are personal. RTs are not endorsement.",FALSE,115,"Ranchi, India",FALSE,https://twitter.com/tarun_shuks,1,
454,7108,https://twitter.com/aboyobbhuyan/status/1353983184816525312,"Farmers to @IndiaToday, “Jai Jawan, Jai Kisan. We have been serving food to the police for three months at the border. We are maintaining peace. The rioters are not our members.”

👇🏼 Farmers at ITO, Delhi rejects charges on them indulging in riot. But, truly so? #FarmersProtest https://t.co/PQtXNczpau",376718014,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EspQgdUXIAEEIeI?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EspQgdUXIAEEIeI?format=jpg&name=large', 'type': 'photo'}]",aboyobbhuyan,aboyob bhuyan,"Founding Editor @thetruthin. Filmmaker, Photographer. Political Science, Cotton University. RTs not always my views. Likes, mostly Bookmarks.",FALSE,1214,"Guwahati, India",FALSE,https://twitter.com/aboyobbhuyan,1,
455,1353,https://twitter.com/mahakavi2020/status/1354129025329885185,"Let's say it out loud,

It's not #FarmersProtest

It's #PunjabFarmarsProtest",158930320,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,mahakavi2020,E-raj Ara 🇮🇳🚩,Indian | SwayamSevak | Inspiration Kalam and Modi| Political Analyst | Business Savy |,FALSE,512,"Coimbatore, Tamil Nadu",FALSE,https://twitter.com/mahakavi2020,-1,
456,5529,https://twitter.com/bydivyac/status/1354017192359038977,Police in Thanjavur and Nagapattinam tussled with #Farmers ; stopped their #tractorParade and they continued on foot. #FarmersProtest #FarmersProtests twitter.com/htTweets/statu…,3491727014,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,bydivyac,Divya Chandrababu,"Journalist @htTweets |Ex @TOI,NDTV-H | Politics & Intl Studies @warwickuni.PII-SCARF Mental Health award winner|Asia Journalism Fellow @lkysch|Fmr chess player.",FALSE,1849,"Chennai, India",FALSE,https://twitter.com/bydivyac,1,neutral
457,642,https://twitter.com/Ferraodesigns/status/1354018761351680001,"Are these laws made to kill the famers? then they have already started.
Stay Strong farmers!
#FarmersProtest #Delhi #republicday #India #farmerlaws #teargas #tractorParade",68674717,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,Ferraodesigns,Angela Ferrão 🏳️‍🌈,"Independent Cartoonist: Goan 
Liberty, Equality, Justice, for all.  
Unconverted unrepentant 
Nobody's friend",FALSE,603,"Goa, India",FALSE,https://twitter.com/Ferraodesigns,1,
458,3362,https://twitter.com/mrsinghCricUmp/status/1353980083455709184,"A Republic Day like never before. I think its time for the people to reclaim the Indian Republic
A fight for supremacy of the people but peace shud be maintained at all cost. 
#TractorsRally #FarmersProtest #FarmLaws #HappyRepublicDay2021 #JoBoleSoNihal twitter.com/pankajjha_/sta…",88566817,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,mrsinghCricUmp,Andolanjivi - With Farmers,"Retired Cricket Umpire from Mumbai, India. 
Have umpired 10 ODIs including 4 as 3rd Umpire. 
Dog-lover... Bookworm... Sports is the only religion",FALSE,1932,"Mumbai, India",FALSE,https://twitter.com/mrsinghCricUmp,1,
459,3105,https://twitter.com/TheDailyPioneer/status/1354072420018249728,"#FarmersProtest: Authorities in Haryana sounded a high alert in the state and said anyone taking law into one's hands will be dealt with strictly. #Haryana #FarmersProstests #Farmers 
dailypioneer.com/2021/top-stori…",470299753,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,TheDailyPioneer,The Pioneer,Twitter account of India's leading independent right-thinking newspaper.,TRUE,25793,,FALSE,https://twitter.com/TheDailyPioneer,1,
460,3883,https://twitter.com/CheemaAvtar/status/1354049901449990144,"See this Godi Media
#GodiMediaStopMisleading #TractorMarchDelhi #FarmersProtest #HistoricTractorMarch #TractorRally
#tractorparade #KisanTractorRally twitter.com/Sachin74814851…",758877906,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,CheemaAvtar,Avtar Cheema,Lecturer,FALSE,16,Chandigarh,FALSE,https://twitter.com/CheemaAvtar,1,
461,5730,https://twitter.com/BitcoinPunjab/status/1353994043311591424,"National media spreading hate #GodiMedia @aajtak @republic @ABPNews @ZeeNewsEnglish shame 

#FarmersProtest #FarmersProstests https://t.co/3IHVKFCdbQ",2910769776,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","[{'previewUrl': 'https://pbs.twimg.com/media/EspZbkCW4AADUmm?format=jpg&name=small', 'fullUrl': 'https://pbs.twimg.com/media/EspZbkCW4AADUmm?format=jpg&name=large', 'type': 'photo'}]",BitcoinPunjab,Cypto Lover,Student of MSC IT,FALSE,130,"Punjab, India",FALSE,https://twitter.com/BitcoinPunjab,1,
462,5018,https://twitter.com/elluranand/status/1354026764469555201,"Farmers????*&amp;^%%$$##%%^

Whats Government doing? 

On Republic Day?

Biggest failure of this Government.

Completely unacceptable if Government still keeps quiet and doesn't display its power.

#FarmersProtest 
#FarmersProtests",28753054,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,elluranand,Just Like That!,"An Indian First, Last and Always....
Associated currently with Jagdish Sheth School of Management",FALSE,144,"Bengaluru, Karnataka, India",FALSE,https://twitter.com/elluranand,1,
463,4837,https://twitter.com/Oneindia/status/1353986622413549568,"'Don't take law in your hands, maintain peace': Delhi police's appeal to farmers  oneindia.com/india/don-t-ta… #FarmersProtest",18159588,"<a href=""https://www.oneindia.com/"" rel=""nofollow"">Oneindia News Eng</a>",,Oneindia,Oneindia News,"https://t.co/b2BCDYhPGV is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",TRUE,64505,India,FALSE,https://twitter.com/Oneindia,1,neutral
464,2504,https://twitter.com/_SiddharthNayak/status/1354036751011094536,"What was an alleged war cry again ? 

#DelhiUnderAttack #TractorRally #KhalistaniBreakingRules #FarmersProtest",2200731420,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,_SiddharthNayak,Siddharth Nayak,"Managing Partner, Atharva Legal LLP || Sports Lawyer || Ultra-Cyclist ||",FALSE,733,New Delhi,FALSE,https://twitter.com/_SiddharthNayak,1,
465,4801,https://twitter.com/VU3EAA/status/1354029972327817216,"What more one wants from democracy where you can show anarchy on republic day itself.
#RepublicDay #FarmersProtest",2196709792,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,VU3EAA,Rohan takalkar,Equity Research Analyst & geopolitics enthusiast,FALSE,393,"Pune, India",FALSE,https://twitter.com/VU3EAA,1,
